Conditions,RT,Subject,Shapeg1,Shapel1,Shapeg2,Shapel2,ShapeChange,congruence,congruence_pair,ImagePair,Image-1,Image-2,Trial
1,0.662976121879183,1,1,1,2,1,"Global Change",NaN,NaN,1,1,1,1
1,0.815856811241247,1,1,1,2,1,"Global Change",NaN,NaN,1,1,1,2
1,1.56871415849309,2,1,1,2,1,"Global Change",NaN,NaN,1,1,1,1
1,2.77863769291434,2,1,1,2,1,"Global Change",NaN,NaN,1,1,1,2
1,1.44330699241254,3,1,1,2,1,"Global Change",NaN,NaN,1,1,1,1
1,1.00309604604263,3,1,1,2,1,"Global Change",NaN,NaN,1,1,1,2
1,1.47278658219147,4,1,1,2,1,"Global Change",NaN,NaN,1,1,1,1
1,1.09607888909522,4,1,1,2,1,"Global Change",NaN,NaN,1,1,1,2
1,0.690672508906573,5,1,1,2,1,"Global Change",NaN,NaN,1,1,1,1
1,2.75299106549937,5,1,1,2,1,"Global Change",NaN,NaN,1,1,1,2
1,1.00142398173921,6,1,1,2,1,"Global Change",NaN,NaN,1,1,1,1
1,0.738365048426203,6,1,1,2,1,"Global Change",NaN,NaN,1,1,1,2
1,1.01130417489912,7,1,1,2,1,"Global Change",NaN,NaN,1,1,1,1
1,0.73279140307568,7,1,1,2,1,"Global Change",NaN,NaN,1,1,1,2
1,0.580477256793529,8,1,1,2,1,"Global Change",NaN,NaN,1,1,1,1
1,1.61176585475914,8,1,1,2,1,"Global Change",NaN,NaN,1,1,1,2
2,0.656464689527638,1,1,1,3,1,"Global Change",NaN,NaN,2,1,1,1
2,2.09687269444112,1,1,1,3,1,"Global Change",NaN,NaN,2,1,1,2
2,0.708859066828154,2,1,1,3,1,"Global Change",NaN,NaN,2,1,1,1
2,1.49510872818064,2,1,1,3,1,"Global Change",NaN,NaN,2,1,1,2
2,0.883300646673888,3,1,1,3,1,"Global Change",NaN,NaN,2,1,1,1
2,0.869408027152531,3,1,1,3,1,"Global Change",NaN,NaN,2,1,1,2
2,0.481943641265389,4,1,1,3,1,"Global Change",NaN,NaN,2,1,1,1
2,0.838411204691511,4,1,1,3,1,"Global Change",NaN,NaN,2,1,1,2
2,0.658826751518063,5,1,1,3,1,"Global Change",NaN,NaN,2,1,1,1
2,2.59855766128749,5,1,1,3,1,"Global Change",NaN,NaN,2,1,1,2
2,0.756688843597658,6,1,1,3,1,"Global Change",NaN,NaN,2,1,1,1
2,0.761214736266993,6,1,1,3,1,"Global Change",NaN,NaN,2,1,1,2
2,0.580507753882557,7,1,1,3,1,"Global Change",NaN,NaN,2,1,1,1
2,1.69617020455189,7,1,1,3,1,"Global Change",NaN,NaN,2,1,1,2
2,0.566985205281526,8,1,1,3,1,"Global Change",NaN,NaN,2,1,1,1
2,2.06131215114146,8,1,1,3,1,"Global Change",NaN,NaN,2,1,1,2
3,0.863676617736928,1,1,1,4,1,"Global Change",NaN,NaN,3,1,1,1
3,0.841007273527794,1,1,1,4,1,"Global Change",NaN,NaN,3,1,1,2
3,0.745580260758288,2,1,1,4,1,"Global Change",NaN,NaN,3,1,1,1
3,0.587445559678599,2,1,1,4,1,"Global Change",NaN,NaN,3,1,1,2
3,1.57451594586018,3,1,1,4,1,"Global Change",NaN,NaN,3,1,1,1
3,1.87202931474894,3,1,1,4,1,"Global Change",NaN,NaN,3,1,1,2
3,0.705780322081409,4,1,1,4,1,"Global Change",NaN,NaN,3,1,1,1
3,0.573682552902028,4,1,1,4,1,"Global Change",NaN,NaN,3,1,1,2
3,2.30409224680625,5,1,1,4,1,"Global Change",NaN,NaN,3,1,1,1
3,3.32857968960889,5,1,1,4,1,"Global Change",NaN,NaN,3,1,1,2
3,1.63373933627736,6,1,1,4,1,"Global Change",NaN,NaN,3,1,1,1
3,0.981614624033682,6,1,1,4,1,"Global Change",NaN,NaN,3,1,1,2
3,1.28061531495769,7,1,1,4,1,"Global Change",NaN,NaN,3,1,1,1
3,0.621119385701604,7,1,1,4,1,"Global Change",NaN,NaN,3,1,1,2
3,3.12198738125153,8,1,1,4,1,"Global Change",NaN,NaN,3,1,1,1
3,1.2057105305139,8,1,1,4,1,"Global Change",NaN,NaN,3,1,1,2
4,0.728571361512877,1,1,1,5,1,"Global Change",NaN,NaN,4,1,1,1
4,0.745128961862065,1,1,1,5,1,"Global Change",NaN,NaN,4,1,1,2
4,0.842335072113201,2,1,1,5,1,"Global Change",NaN,NaN,4,1,1,1
4,3.24413311295211,2,1,1,5,1,"Global Change",NaN,NaN,4,1,1,2
4,1.06812386296224,3,1,1,5,1,"Global Change",NaN,NaN,4,1,1,1
4,1.2677173713455,3,1,1,5,1,"Global Change",NaN,NaN,4,1,1,2
4,3.59866352158133,4,1,1,5,1,"Global Change",NaN,NaN,4,1,1,1
4,1.30105338292196,4,1,1,5,1,"Global Change",NaN,NaN,4,1,1,2
4,0.616228407132439,5,1,1,5,1,"Global Change",NaN,NaN,4,1,1,1
4,0.623287028516643,5,1,1,5,1,"Global Change",NaN,NaN,4,1,1,2
4,0.685407353797927,6,1,1,5,1,"Global Change",NaN,NaN,4,1,1,1
4,0.810275834868662,6,1,1,5,1,"Global Change",NaN,NaN,4,1,1,2
4,2.52797379356343,7,1,1,5,1,"Global Change",NaN,NaN,4,1,1,1
4,0.601206806953996,7,1,1,5,1,"Global Change",NaN,NaN,4,1,1,2
4,1.0146459575044,8,1,1,5,1,"Global Change",NaN,NaN,4,1,1,1
4,1.32669825071935,8,1,1,5,1,"Global Change",NaN,NaN,4,1,1,2
5,2.16630852082744,1,1,1,6,1,"Global Change",NaN,NaN,5,1,1,1
5,3.39057773316745,1,1,1,6,1,"Global Change",NaN,NaN,5,1,1,2
5,1.78047221305314,2,1,1,6,1,"Global Change",NaN,NaN,5,1,1,1
5,0.857799174031243,2,1,1,6,1,"Global Change",NaN,NaN,5,1,1,2
5,1.05413857894018,3,1,1,6,1,"Global Change",NaN,NaN,5,1,1,1
5,1.36947019433137,3,1,1,6,1,"Global Change",NaN,NaN,5,1,1,2
5,2.09324353485135,4,1,1,6,1,"Global Change",NaN,NaN,5,1,1,1
5,1.12084197910735,4,1,1,6,1,"Global Change",NaN,NaN,5,1,1,2
5,0.554863765719347,5,1,1,6,1,"Global Change",NaN,NaN,5,1,1,1
5,0.748251692857593,5,1,1,6,1,"Global Change",NaN,NaN,5,1,1,2
5,1.21152492740657,6,1,1,6,1,"Global Change",NaN,NaN,5,1,1,1
5,0.875891894684173,6,1,1,6,1,"Global Change",NaN,NaN,5,1,1,2
5,0.704215291072614,7,1,1,6,1,"Global Change",NaN,NaN,5,1,1,1
5,0.918194358353503,7,1,1,6,1,"Global Change",NaN,NaN,5,1,1,2
5,1.8320158959832,8,1,1,6,1,"Global Change",NaN,NaN,5,1,1,1
5,1.19506908184849,8,1,1,6,1,"Global Change",NaN,NaN,5,1,1,2
6,0.988115792861208,1,1,1,7,1,"Global Change",NaN,NaN,6,1,1,1
6,1.03592005756218,1,1,1,7,1,"Global Change",NaN,NaN,6,1,1,2
6,0.944177920231596,2,1,1,7,1,"Global Change",NaN,NaN,6,1,1,1
6,1.33711888839025,2,1,1,7,1,"Global Change",NaN,NaN,6,1,1,2
6,0.827913444489241,3,1,1,7,1,"Global Change",NaN,NaN,6,1,1,1
6,1.38208252051845,3,1,1,7,1,"Global Change",NaN,NaN,6,1,1,2
6,1.15087344974745,4,1,1,7,1,"Global Change",NaN,NaN,6,1,1,1
6,0.973744602932129,4,1,1,7,1,"Global Change",NaN,NaN,6,1,1,2
6,0.668392296414822,5,1,1,7,1,"Global Change",NaN,NaN,6,1,1,1
6,1.00577099691145,5,1,1,7,1,"Global Change",NaN,NaN,6,1,1,2
6,2.49080247350503,6,1,1,7,1,"Global Change",NaN,NaN,6,1,1,1
6,0.541961423470639,6,1,1,7,1,"Global Change",NaN,NaN,6,1,1,2
6,1.05925594014116,7,1,1,7,1,"Global Change",NaN,NaN,6,1,1,1
6,9.89748826739378,7,1,1,7,1,"Global Change",NaN,NaN,6,1,1,2
6,1.31736202095635,8,1,1,7,1,"Global Change",NaN,NaN,6,1,1,1
6,0.603037515073083,8,1,1,7,1,"Global Change",NaN,NaN,6,1,1,2
7,7.38598204881418,1,1,1,1,2,"Local Change",NaN,NaN,7,1,1,1
7,2.27238226053305,1,1,1,1,2,"Local Change",NaN,NaN,7,1,1,2
7,6.45108288305346,2,1,1,1,2,"Local Change",NaN,NaN,7,1,1,1
7,8.84886175300926,2,1,1,1,2,"Local Change",NaN,NaN,7,1,1,2
7,6.08081624424085,3,1,1,1,2,"Local Change",NaN,NaN,7,1,1,1
7,1.52784564695321,3,1,1,1,2,"Local Change",NaN,NaN,7,1,1,2
7,1.83965484279906,4,1,1,1,2,"Local Change",NaN,NaN,7,1,1,1
7,8.92351904133102,4,1,1,1,2,"Local Change",NaN,NaN,7,1,1,2
7,6.52233006351162,5,1,1,1,2,"Local Change",NaN,NaN,7,1,1,1
7,5.90918655926362,5,1,1,1,2,"Local Change",NaN,NaN,7,1,1,2
7,0.699532807338983,6,1,1,1,2,"Local Change",NaN,NaN,7,1,1,1
7,3.31731979409233,6,1,1,1,2,"Local Change",NaN,NaN,7,1,1,2
7,5.57128471543547,7,1,1,1,2,"Local Change",NaN,NaN,7,1,1,1
7,1.93556394486222,7,1,1,1,2,"Local Change",NaN,NaN,7,1,1,2
7,5.33301379764453,8,1,1,1,2,"Local Change",NaN,NaN,7,1,1,1
7,3.30502035678364,8,1,1,1,2,"Local Change",NaN,NaN,7,1,1,2
8,0.601675700512715,1,1,1,2,2,"Both Change","Congruent","1",8,1,1,1
8,1.37658277212176,1,1,1,2,2,"Both Change","Congruent","1",8,1,1,2
8,0.732082051341422,2,1,1,2,2,"Both Change","Congruent","1",8,1,1,1
8,0.840939534711652,2,1,1,2,2,"Both Change","Congruent","1",8,1,1,2
8,0.812333512003534,3,1,1,2,2,"Both Change","Congruent","1",8,1,1,1
8,1.11072836548556,3,1,1,2,2,"Both Change","Congruent","1",8,1,1,2
8,0.509877553966362,4,1,1,2,2,"Both Change","Congruent","1",8,1,1,1
8,0.542539402900729,4,1,1,2,2,"Both Change","Congruent","1",8,1,1,2
8,0.7721529455157,5,1,1,2,2,"Both Change","Congruent","1",8,1,1,1
8,1.18729700346012,5,1,1,2,2,"Both Change","Congruent","1",8,1,1,2
8,0.693187936325558,6,1,1,2,2,"Both Change","Congruent","1",8,1,1,1
8,0.674806079245172,6,1,1,2,2,"Both Change","Congruent","1",8,1,1,2
8,0.545627238112502,7,1,1,2,2,"Both Change","Congruent","1",8,1,1,1
8,2.05496522737667,7,1,1,2,2,"Both Change","Congruent","1",8,1,1,2
8,0.687687601428479,8,1,1,2,2,"Both Change","Congruent","1",8,1,1,1
8,0.80771231581457,8,1,1,2,2,"Both Change","Congruent","1",8,1,1,2
9,0.980034930980764,1,1,1,3,2,"Both Change",NaN,NaN,9,1,1,1
9,0.885789682273753,1,1,1,3,2,"Both Change",NaN,NaN,9,1,1,2
9,0.537193019874394,2,1,1,3,2,"Both Change",NaN,NaN,9,1,1,1
9,1.80222077819053,2,1,1,3,2,"Both Change",NaN,NaN,9,1,1,2
9,0.762613205937669,3,1,1,3,2,"Both Change",NaN,NaN,9,1,1,1
9,1.07948727265466,3,1,1,3,2,"Both Change",NaN,NaN,9,1,1,2
9,0.817640307359397,4,1,1,3,2,"Both Change",NaN,NaN,9,1,1,1
9,0.562985681579448,4,1,1,3,2,"Both Change",NaN,NaN,9,1,1,2
9,0.483528612763621,5,1,1,3,2,"Both Change",NaN,NaN,9,1,1,1
9,0.564839848899283,5,1,1,3,2,"Both Change",NaN,NaN,9,1,1,2
9,0.543618239229545,6,1,1,3,2,"Both Change",NaN,NaN,9,1,1,1
9,0.560060008894652,6,1,1,3,2,"Both Change",NaN,NaN,9,1,1,2
9,0.52591552992817,7,1,1,3,2,"Both Change",NaN,NaN,9,1,1,1
9,1.09098762634676,7,1,1,3,2,"Both Change",NaN,NaN,9,1,1,2
9,0.652525280369446,8,1,1,3,2,"Both Change",NaN,NaN,9,1,1,1
9,1.183147633099,8,1,1,3,2,"Both Change",NaN,NaN,9,1,1,2
10,1.05675546801649,1,1,1,4,2,"Both Change",NaN,NaN,10,1,1,1
10,1.05108563951217,1,1,1,4,2,"Both Change",NaN,NaN,10,1,1,2
10,0.65943053632509,2,1,1,4,2,"Both Change",NaN,NaN,10,1,1,1
10,0.999101507477462,2,1,1,4,2,"Both Change",NaN,NaN,10,1,1,2
10,1.40787723497488,3,1,1,4,2,"Both Change",NaN,NaN,10,1,1,1
10,0.639307703240775,3,1,1,4,2,"Both Change",NaN,NaN,10,1,1,2
10,0.581911795248743,4,1,1,4,2,"Both Change",NaN,NaN,10,1,1,1
10,0.616529273160268,4,1,1,4,2,"Both Change",NaN,NaN,10,1,1,2
10,0.616161254816689,5,1,1,4,2,"Both Change",NaN,NaN,10,1,1,1
10,0.853781176032498,5,1,1,4,2,"Both Change",NaN,NaN,10,1,1,2
10,0.44631477270741,6,1,1,4,2,"Both Change",NaN,NaN,10,1,1,1
10,0.526965921744704,6,1,1,4,2,"Both Change",NaN,NaN,10,1,1,2
10,0.718173596775159,7,1,1,4,2,"Both Change",NaN,NaN,10,1,1,1
10,0.679112040554173,7,1,1,4,2,"Both Change",NaN,NaN,10,1,1,2
10,0.602261010906659,8,1,1,4,2,"Both Change",NaN,NaN,10,1,1,1
10,0.816104307188652,8,1,1,4,2,"Both Change",NaN,NaN,10,1,1,2
11,0.752894882229157,1,1,1,5,2,"Both Change",NaN,NaN,11,1,1,1
11,2.00469333364163,1,1,1,5,2,"Both Change",NaN,NaN,11,1,1,2
11,2.15352846030146,2,1,1,5,2,"Both Change",NaN,NaN,11,1,1,1
11,0.900336230872199,2,1,1,5,2,"Both Change",NaN,NaN,11,1,1,2
11,1.37148887035437,3,1,1,5,2,"Both Change",NaN,NaN,11,1,1,1
11,0.857644635601901,3,1,1,5,2,"Both Change",NaN,NaN,11,1,1,2
11,0.710062237631064,4,1,1,5,2,"Both Change",NaN,NaN,11,1,1,1
11,0.902510031766724,4,1,1,5,2,"Both Change",NaN,NaN,11,1,1,2
11,1.54949920182116,5,1,1,5,2,"Both Change",NaN,NaN,11,1,1,1
11,0.641660968074575,5,1,1,5,2,"Both Change",NaN,NaN,11,1,1,2
11,0.747410382376984,6,1,1,5,2,"Both Change",NaN,NaN,11,1,1,1
11,0.814179175416939,6,1,1,5,2,"Both Change",NaN,NaN,11,1,1,2
11,1.64672407938633,7,1,1,5,2,"Both Change",NaN,NaN,11,1,1,1
11,0.932391362730414,7,1,1,5,2,"Both Change",NaN,NaN,11,1,1,2
11,0.717860414646566,8,1,1,5,2,"Both Change",NaN,NaN,11,1,1,1
11,0.833665087469853,8,1,1,5,2,"Both Change",NaN,NaN,11,1,1,2
12,1.05678332597017,1,1,1,6,2,"Both Change",NaN,NaN,12,1,1,1
12,1.80225684691686,1,1,1,6,2,"Both Change",NaN,NaN,12,1,1,2
12,0.679810835630633,2,1,1,6,2,"Both Change",NaN,NaN,12,1,1,1
12,0.625515665509738,2,1,1,6,2,"Both Change",NaN,NaN,12,1,1,2
12,1.1463323085336,3,1,1,6,2,"Both Change",NaN,NaN,12,1,1,1
12,1.66212073585484,3,1,1,6,2,"Both Change",NaN,NaN,12,1,1,2
12,0.766789554443676,4,1,1,6,2,"Both Change",NaN,NaN,12,1,1,1
12,1.31672451348277,4,1,1,6,2,"Both Change",NaN,NaN,12,1,1,2
12,0.569627313292585,5,1,1,6,2,"Both Change",NaN,NaN,12,1,1,1
12,1.0249102973612,5,1,1,6,2,"Both Change",NaN,NaN,12,1,1,2
12,0.431203733780421,6,1,1,6,2,"Both Change",NaN,NaN,12,1,1,1
12,0.546620447887108,6,1,1,6,2,"Both Change",NaN,NaN,12,1,1,2
12,0.804787522996776,7,1,1,6,2,"Both Change",NaN,NaN,12,1,1,1
12,1.67984719760716,7,1,1,6,2,"Both Change",NaN,NaN,12,1,1,2
12,0.717505298787728,8,1,1,6,2,"Both Change",NaN,NaN,12,1,1,1
12,1.16539565927815,8,1,1,6,2,"Both Change",NaN,NaN,12,1,1,2
13,2.26511162531096,1,1,1,7,2,"Both Change",NaN,NaN,13,1,1,1
13,0.982605194672942,1,1,1,7,2,"Both Change",NaN,NaN,13,1,1,2
13,0.991196590475738,2,1,1,7,2,"Both Change",NaN,NaN,13,1,1,1
13,0.863658729940653,2,1,1,7,2,"Both Change",NaN,NaN,13,1,1,2
13,0.712709330604412,3,1,1,7,2,"Both Change",NaN,NaN,13,1,1,1
13,1.36091633350588,3,1,1,7,2,"Both Change",NaN,NaN,13,1,1,2
13,0.6420797171304,4,1,1,7,2,"Both Change",NaN,NaN,13,1,1,1
13,0.557459541421849,4,1,1,7,2,"Both Change",NaN,NaN,13,1,1,2
13,0.537210027920082,5,1,1,7,2,"Both Change",NaN,NaN,13,1,1,1
13,0.89309931860771,5,1,1,7,2,"Both Change",NaN,NaN,13,1,1,2
13,0.659815562656149,6,1,1,7,2,"Both Change",NaN,NaN,13,1,1,1
13,0.665087462286465,6,1,1,7,2,"Both Change",NaN,NaN,13,1,1,2
13,0.57994590268936,7,1,1,7,2,"Both Change",NaN,NaN,13,1,1,1
13,4.1245734798722,7,1,1,7,2,"Both Change",NaN,NaN,13,1,1,2
13,0.642141004675068,8,1,1,7,2,"Both Change",NaN,NaN,13,1,1,1
13,1.11212624877226,8,1,1,7,2,"Both Change",NaN,NaN,13,1,1,2
14,1.65657465520781,1,1,1,1,3,"Local Change",NaN,NaN,14,1,1,1
14,2.37115955981426,1,1,1,1,3,"Local Change",NaN,NaN,14,1,1,2
14,0.744024320389144,2,1,1,1,3,"Local Change",NaN,NaN,14,1,1,1
14,1.51060244755354,2,1,1,1,3,"Local Change",NaN,NaN,14,1,1,2
14,1.7242044059094,3,1,1,1,3,"Local Change",NaN,NaN,14,1,1,1
14,1.09381007787306,3,1,1,1,3,"Local Change",NaN,NaN,14,1,1,2
14,1.80112903926056,4,1,1,1,3,"Local Change",NaN,NaN,14,1,1,1
14,0.557479481911287,4,1,1,1,3,"Local Change",NaN,NaN,14,1,1,2
14,5.40041306032799,5,1,1,1,3,"Local Change",NaN,NaN,14,1,1,1
14,1.80680971778929,5,1,1,1,3,"Local Change",NaN,NaN,14,1,1,2
14,0.638701865798794,6,1,1,1,3,"Local Change",NaN,NaN,14,1,1,1
14,0.858172177453525,6,1,1,1,3,"Local Change",NaN,NaN,14,1,1,2
14,1.00699088245165,7,1,1,1,3,"Local Change",NaN,NaN,14,1,1,1
14,0.85408702713903,7,1,1,1,3,"Local Change",NaN,NaN,14,1,1,2
14,0.579544748063199,8,1,1,1,3,"Local Change",NaN,NaN,14,1,1,1
14,1.18699203210417,8,1,1,1,3,"Local Change",NaN,NaN,14,1,1,2
15,1.19073790172115,1,1,1,2,3,"Both Change",NaN,NaN,15,1,1,1
15,1.19633735227399,1,1,1,2,3,"Both Change",NaN,NaN,15,1,1,2
15,0.856191036407836,2,1,1,2,3,"Both Change",NaN,NaN,15,1,1,1
15,0.64132022112608,2,1,1,2,3,"Both Change",NaN,NaN,15,1,1,2
15,0.87291637097951,3,1,1,2,3,"Both Change",NaN,NaN,15,1,1,1
15,1.3518818494631,3,1,1,2,3,"Both Change",NaN,NaN,15,1,1,2
15,0.500040174112655,4,1,1,2,3,"Both Change",NaN,NaN,15,1,1,1
15,0.768525838735513,4,1,1,2,3,"Both Change",NaN,NaN,15,1,1,2
15,0.828626021742821,5,1,1,2,3,"Both Change",NaN,NaN,15,1,1,1
15,0.776214050129056,5,1,1,2,3,"Both Change",NaN,NaN,15,1,1,2
15,0.592368208337575,6,1,1,2,3,"Both Change",NaN,NaN,15,1,1,1
15,0.682804540265352,6,1,1,2,3,"Both Change",NaN,NaN,15,1,1,2
15,0.623438048060052,7,1,1,2,3,"Both Change",NaN,NaN,15,1,1,1
15,0.715555827948265,7,1,1,2,3,"Both Change",NaN,NaN,15,1,1,2
15,1.17551249847747,8,1,1,2,3,"Both Change",NaN,NaN,15,1,1,1
15,2.42972432926763,8,1,1,2,3,"Both Change",NaN,NaN,15,1,1,2
16,0.711647209012881,1,1,1,3,3,"Both Change","Congruent","2",16,1,1,1
16,0.786106852581725,1,1,1,3,3,"Both Change","Congruent","2",16,1,1,2
16,0.88568352884613,2,1,1,3,3,"Both Change","Congruent","2",16,1,1,1
16,1.0759836207144,2,1,1,3,3,"Both Change","Congruent","2",16,1,1,2
16,0.613074592547491,3,1,1,3,3,"Both Change","Congruent","2",16,1,1,1
16,0.954033774440177,3,1,1,3,3,"Both Change","Congruent","2",16,1,1,2
16,0.760159359313548,4,1,1,3,3,"Both Change","Congruent","2",16,1,1,1
16,0.584969719813671,4,1,1,3,3,"Both Change","Congruent","2",16,1,1,2
16,2.08689045312349,5,1,1,3,3,"Both Change","Congruent","2",16,1,1,1
16,0.579879923374392,5,1,1,3,3,"Both Change","Congruent","2",16,1,1,2
16,0.492676288122311,6,1,1,3,3,"Both Change","Congruent","2",16,1,1,1
16,0.596541038015857,6,1,1,3,3,"Both Change","Congruent","2",16,1,1,2
16,0.601549899787642,7,1,1,3,3,"Both Change","Congruent","2",16,1,1,1
16,0.67608490632847,7,1,1,3,3,"Both Change","Congruent","2",16,1,1,2
16,1.08067372872028,8,1,1,3,3,"Both Change","Congruent","2",16,1,1,1
16,0.758161796722561,8,1,1,3,3,"Both Change","Congruent","2",16,1,1,2
17,0.541347082122229,1,1,1,4,3,"Both Change",NaN,NaN,17,1,1,1
17,0.829666150151752,1,1,1,4,3,"Both Change",NaN,NaN,17,1,1,2
17,0.700320454547182,2,1,1,4,3,"Both Change",NaN,NaN,17,1,1,1
17,0.566983739146963,2,1,1,4,3,"Both Change",NaN,NaN,17,1,1,2
17,1.03118479030672,3,1,1,4,3,"Both Change",NaN,NaN,17,1,1,1
17,0.745812215027399,3,1,1,4,3,"Both Change",NaN,NaN,17,1,1,2
17,0.584042489528656,4,1,1,4,3,"Both Change",NaN,NaN,17,1,1,1
17,0.702855529205408,4,1,1,4,3,"Both Change",NaN,NaN,17,1,1,2
17,1.20006210857537,5,1,1,4,3,"Both Change",NaN,NaN,17,1,1,1
17,1.0294819357805,5,1,1,4,3,"Both Change",NaN,NaN,17,1,1,2
17,0.734018326504156,6,1,1,4,3,"Both Change",NaN,NaN,17,1,1,1
17,0.577196468482725,6,1,1,4,3,"Both Change",NaN,NaN,17,1,1,2
17,0.62223956908565,7,1,1,4,3,"Both Change",NaN,NaN,17,1,1,1
17,0.599200740340166,7,1,1,4,3,"Both Change",NaN,NaN,17,1,1,2
17,0.591170022729784,8,1,1,4,3,"Both Change",NaN,NaN,17,1,1,1
17,1.25763014948461,8,1,1,4,3,"Both Change",NaN,NaN,17,1,1,2
18,0.541924768243916,1,1,1,5,3,"Both Change",NaN,NaN,18,1,1,1
18,2.15766668738797,1,1,1,5,3,"Both Change",NaN,NaN,18,1,1,2
18,0.845745473285206,2,1,1,5,3,"Both Change",NaN,NaN,18,1,1,1
18,0.669677281635813,2,1,1,5,3,"Both Change",NaN,NaN,18,1,1,2
18,2.08035673445556,3,1,1,5,3,"Both Change",NaN,NaN,18,1,1,1
18,1.48868585482705,3,1,1,5,3,"Both Change",NaN,NaN,18,1,1,2
18,0.578538049303461,4,1,1,5,3,"Both Change",NaN,NaN,18,1,1,1
18,0.685424655035604,4,1,1,5,3,"Both Change",NaN,NaN,18,1,1,2
18,0.561781631084159,5,1,1,5,3,"Both Change",NaN,NaN,18,1,1,1
18,0.786216525011696,5,1,1,5,3,"Both Change",NaN,NaN,18,1,1,2
18,0.500742488075048,6,1,1,5,3,"Both Change",NaN,NaN,18,1,1,1
18,0.547174967941828,6,1,1,5,3,"Both Change",NaN,NaN,18,1,1,2
18,0.670754358405247,7,1,1,5,3,"Both Change",NaN,NaN,18,1,1,1
18,0.741978079546243,7,1,1,5,3,"Both Change",NaN,NaN,18,1,1,2
18,0.883845782955177,8,1,1,5,3,"Both Change",NaN,NaN,18,1,1,1
18,0.984995701001026,8,1,1,5,3,"Both Change",NaN,NaN,18,1,1,2
19,0.642439231509343,1,1,1,6,3,"Both Change",NaN,NaN,19,1,1,1
19,0.55197768076323,1,1,1,6,3,"Both Change",NaN,NaN,19,1,1,2
19,0.741182514815591,2,1,1,6,3,"Both Change",NaN,NaN,19,1,1,1
19,0.783846545498818,2,1,1,6,3,"Both Change",NaN,NaN,19,1,1,2
19,0.691545782610774,3,1,1,6,3,"Both Change",NaN,NaN,19,1,1,1
19,1.60431458265521,3,1,1,6,3,"Both Change",NaN,NaN,19,1,1,2
19,0.68763452465646,4,1,1,6,3,"Both Change",NaN,NaN,19,1,1,1
19,0.67297273199074,4,1,1,6,3,"Both Change",NaN,NaN,19,1,1,2
19,0.604686119826511,5,1,1,6,3,"Both Change",NaN,NaN,19,1,1,1
19,1.05216770141851,5,1,1,6,3,"Both Change",NaN,NaN,19,1,1,2
19,0.50575017684605,6,1,1,6,3,"Both Change",NaN,NaN,19,1,1,1
19,1.09438776411116,6,1,1,6,3,"Both Change",NaN,NaN,19,1,1,2
19,0.632064046338201,7,1,1,6,3,"Both Change",NaN,NaN,19,1,1,1
19,0.659323209896684,7,1,1,6,3,"Both Change",NaN,NaN,19,1,1,2
19,0.569327913457528,8,1,1,6,3,"Both Change",NaN,NaN,19,1,1,1
19,1.29897195310332,8,1,1,6,3,"Both Change",NaN,NaN,19,1,1,2
20,0.586150897433981,1,1,1,7,3,"Both Change",NaN,NaN,20,1,1,1
20,0.943760637310334,1,1,1,7,3,"Both Change",NaN,NaN,20,1,1,2
20,0.691322625731118,2,1,1,7,3,"Both Change",NaN,NaN,20,1,1,1
20,0.617466473719105,2,1,1,7,3,"Both Change",NaN,NaN,20,1,1,2
20,0.751817218959332,3,1,1,7,3,"Both Change",NaN,NaN,20,1,1,1
20,1.17014001705684,3,1,1,7,3,"Both Change",NaN,NaN,20,1,1,2
20,0.680006134614814,4,1,1,7,3,"Both Change",NaN,NaN,20,1,1,1
20,1.59377811453305,4,1,1,7,3,"Both Change",NaN,NaN,20,1,1,2
20,8.19061796588358,5,1,1,7,3,"Both Change",NaN,NaN,20,1,1,1
20,0.873262396198697,5,1,1,7,3,"Both Change",NaN,NaN,20,1,1,2
20,0.709622375085019,6,1,1,7,3,"Both Change",NaN,NaN,20,1,1,1
20,0.453304189024493,6,1,1,7,3,"Both Change",NaN,NaN,20,1,1,2
20,0.954360738978721,7,1,1,7,3,"Both Change",NaN,NaN,20,1,1,1
20,1.01847188221291,7,1,1,7,3,"Both Change",NaN,NaN,20,1,1,2
20,0.649112826562487,8,1,1,7,3,"Both Change",NaN,NaN,20,1,1,1
20,2.09303328057285,8,1,1,7,3,"Both Change",NaN,NaN,20,1,1,2
21,4.1448317905888,1,1,1,1,4,"Local Change",NaN,NaN,21,1,1,1
21,2.39415146992542,1,1,1,1,4,"Local Change",NaN,NaN,21,1,1,2
21,2.49152120901272,2,1,1,1,4,"Local Change",NaN,NaN,21,1,1,1
21,2.72696439689025,2,1,1,1,4,"Local Change",NaN,NaN,21,1,1,2
21,3.66716595960315,3,1,1,1,4,"Local Change",NaN,NaN,21,1,1,1
21,2.75087591295596,3,1,1,1,4,"Local Change",NaN,NaN,21,1,1,2
21,1.81802562694065,4,1,1,1,4,"Local Change",NaN,NaN,21,1,1,1
21,2.87222373404074,4,1,1,1,4,"Local Change",NaN,NaN,21,1,1,2
21,2.85402515309397,5,1,1,1,4,"Local Change",NaN,NaN,21,1,1,1
21,3.40589961281512,5,1,1,1,4,"Local Change",NaN,NaN,21,1,1,2
21,1.70886845060159,6,1,1,1,4,"Local Change",NaN,NaN,21,1,1,1
21,3.05335533048492,6,1,1,1,4,"Local Change",NaN,NaN,21,1,1,2
